Office/Ballot Issue,Party,County,Candidate/Judge/Ballot Issue Title,Yes Votes/Percentage,No Votes/Percentage
Amendment 77 (CONSTITUTIONAL),,PHILLIPS,Local Voter Approval of Gaming Limits,"1,103","1,233"
Amendment 77 (CONSTITUTIONAL),,PITKIN,Local Voter Approval of Gaming Limits,"7,522","3,384"
Amendment 77 (CONSTITUTIONAL),,PROWERS,Local Voter Approval of Gaming Limits,"3,029","2,258"
Amendment 77 (CONSTITUTIONAL),,PUEBLO,Local Voter Approval of Gaming Limits,"52,538","31,857"
Amendment 77 (CONSTITUTIONAL),,RIO BLANCO,Local Voter Approval of Gaming Limits,"1,928","1,466"
Amendment 77 (CONSTITUTIONAL),,RIO GRANDE,Local Voter Approval of Gaming Limits,"3,256","2,732"
Amendment 77 (CONSTITUTIONAL),,ROUTT,Local Voter Approval of Gaming Limits,"9,619","6,073"
Amendment 77 (CONSTITUTIONAL),,SAGUACHE,Local Voter Approval of Gaming Limits,"1,713","1,425"
Amendment 77 (CONSTITUTIONAL),,SAN JUAN,Local Voter Approval of Gaming Limits,284,228
Amendment 77 (CONSTITUTIONAL),,SAN MIGUEL,Local Voter Approval of Gaming Limits,"3,143","1,530"
Amendment 77 (CONSTITUTIONAL),,SEDGWICK,Local Voter Approval of Gaming Limits,740,593
Amendment 77 (CONSTITUTIONAL),,SUMMIT,Local Voter Approval of Gaming Limits,"11,130","5,956"
Amendment 77 (CONSTITUTIONAL),,TELLER,Local Voter Approval of Gaming Limits,"9,051","7,120"
Amendment 77 (CONSTITUTIONAL),,WASHINGTON,Local Voter Approval of Gaming Limits,"1,458","1,410"
Amendment 77 (CONSTITUTIONAL),,WELD,Local Voter Approval of Gaming Limits,"96,323","61,611"
Amendment 77 (CONSTITUTIONAL),,YUMA,Local Voter Approval of Gaming Limits,"2,486","2,226"
Amendment 77 (CONSTITUTIONAL),,,Local Voter Approval of Gaming Limits Total Votes,"1,854,153","1,208,414"
Amendment 77 (CONSTITUTIONAL),,,Local Voter Approval of Gaming Limits Vote % (PASSED),60.54%,39.46%
Proposition EE (STATUTORY),,ADAMS,Cigarette Tobacco and Nicotine Products Tax,"147,956","79,730"
Proposition EE (STATUTORY),,ALAMOSA,Cigarette Tobacco and Nicotine Products Tax,"4,694","2,916"
Proposition EE (STATUTORY),,ARAPAHOE,Cigarette Tobacco and Nicotine Products Tax,"236,400","103,442"
Proposition EE (STATUTORY),,ARCHULETA,Cigarette Tobacco and Nicotine Products Tax,"5,881","2,886"
Proposition EE (STATUTORY),,BACA,Cigarette Tobacco and Nicotine Products Tax,864,"1,270"
Proposition EE (STATUTORY),,BENT,Cigarette Tobacco and Nicotine Products Tax,962,"1,257"
Proposition EE (STATUTORY),,BOULDER,Cigarette Tobacco and Nicotine Products Tax,"152,062","46,413"
Proposition EE (STATUTORY),,BROOMFIELD,Cigarette Tobacco and Nicotine Products Tax,"34,096","11,515"
Proposition EE (STATUTORY),,CHAFFEE,Cigarette Tobacco and Nicotine Products Tax,"9,146","4,316"
Proposition EE (STATUTORY),,CHEYENNE,Cigarette Tobacco and Nicotine Products Tax,408,708
Proposition EE (STATUTORY),,CLEAR CREEK,Cigarette Tobacco and Nicotine Products Tax,"4,230","2,176"
Proposition EE (STATUTORY),,CONEJOS,Cigarette Tobacco and Nicotine Products Tax,"2,390","1,784"
Proposition EE (STATUTORY),,COSTILLA,Cigarette Tobacco and Nicotine Products Tax,"1,136",801
Proposition EE (STATUTORY),,CROWLEY,Cigarette Tobacco and Nicotine Products Tax,662,"1,054"
Proposition EE (STATUTORY),,CUSTER,Cigarette Tobacco and Nicotine Products Tax,"1,911","1,639"
Proposition EE (STATUTORY),,DELTA,Cigarette Tobacco and Nicotine Products Tax,"10,265","8,424"
Proposition EE (STATUTORY),,DENVER,Cigarette Tobacco and Nicotine Products Tax,"292,401","86,422"
Proposition EE (STATUTORY),,DOLORES,Cigarette Tobacco and Nicotine Products Tax,588,822
Proposition EE (STATUTORY),,DOUGLAS,Cigarette Tobacco and Nicotine Products Tax,"159,702","65,693"
Proposition EE (STATUTORY),,EAGLE,Cigarette Tobacco and Nicotine Products Tax,"21,447","6,972"
Proposition EE (STATUTORY),,ELBERT,Cigarette Tobacco and Nicotine Products Tax,"9,851","8,745"
Proposition EE (STATUTORY),,EL PASO,Cigarette Tobacco and Nicotine Products Tax,"232,424","135,449"
Proposition EE (STATUTORY),,FREMONT,Cigarette Tobacco and Nicotine Products Tax,"12,491","12,581"
Proposition EE (STATUTORY),,GARFIELD,Cigarette Tobacco and Nicotine Products Tax,"19,620","10,549"
Proposition EE (STATUTORY),,GILPIN,Cigarette Tobacco and Nicotine Products Tax,"2,555","1,561"
Proposition EE (STATUTORY),,GRAND,Cigarette Tobacco and Nicotine Products Tax,"6,546","3,101"
Proposition EE (STATUTORY),,GUNNISON,Cigarette Tobacco and Nicotine Products Tax,"7,908","2,958"
Proposition EE (STATUTORY),,HINSDALE,Cigarette Tobacco and Nicotine Products Tax,415,205
Proposition EE (STATUTORY),,HUERFANO,Cigarette Tobacco and Nicotine Products Tax,"2,314","1,984"
Proposition EE (STATUTORY),,JACKSON,Cigarette Tobacco and Nicotine Products Tax,417,428
Proposition EE (STATUTORY),,JEFFERSON,Cigarette Tobacco and Nicotine Products Tax,"254,958","113,400"
Proposition EE (STATUTORY),,KIOWA,Cigarette Tobacco and Nicotine Products Tax,264,617
Proposition EE (STATUTORY),,KIT CARSON,Cigarette Tobacco and Nicotine Products Tax,"1,452","2,312"
Proposition EE (STATUTORY),,LAKE,Cigarette Tobacco and Nicotine Products Tax,"2,490","1,391"
Proposition EE (STATUTORY),,LA PLATA,Cigarette Tobacco and Nicotine Products Tax,"24,534","9,993"
Proposition EE (STATUTORY),,LARIMER,Cigarette Tobacco and Nicotine Products Tax,"151,439","66,079"
Proposition EE (STATUTORY),,LAS ANIMAS,Cigarette Tobacco and Nicotine Products Tax,"3,744","3,966"
Proposition EE (STATUTORY),,LINCOLN,Cigarette Tobacco and Nicotine Products Tax,"1,128","1,456"
Proposition EE (STATUTORY),,LOGAN,Cigarette Tobacco and Nicotine Products Tax,"4,706","5,567"
Proposition EE (STATUTORY),,MESA,Cigarette Tobacco and Nicotine Products Tax,"49,381","38,968"
Proposition EE (STATUTORY),,MINERAL,Cigarette Tobacco and Nicotine Products Tax,454,289
Proposition EE (STATUTORY),,MOFFAT,Cigarette Tobacco and Nicotine Products Tax,"3,434","3,376"
Proposition EE (STATUTORY),,MONTEZUMA,Cigarette Tobacco and Nicotine Products Tax,"8,679","6,498"
Proposition EE (STATUTORY),,MONTROSE,Cigarette Tobacco and Nicotine Products Tax,"12,667","11,419"
Proposition EE (STATUTORY),,MORGAN,Cigarette Tobacco and Nicotine Products Tax,"6,752","6,629"
Proposition EE (STATUTORY),,OTERO,Cigarette Tobacco and Nicotine Products Tax,"4,635","4,733"
Proposition EE (STATUTORY),,OURAY,Cigarette Tobacco and Nicotine Products Tax,"2,900","1,021"
Proposition EE (STATUTORY),,PARK,Cigarette Tobacco and Nicotine Products Tax,"7,120","4,954"
Proposition EE (STATUTORY),,PHILLIPS,Cigarette Tobacco and Nicotine Products Tax,"1,166","1,247"
Proposition EE (STATUTORY),,PITKIN,Cigarette Tobacco and Nicotine Products Tax,"9,523","1,985"
Proposition EE (STATUTORY),,PROWERS,Cigarette Tobacco and Nicotine Products Tax,"2,293","3,112"
Proposition EE (STATUTORY),,PUEBLO,Cigarette Tobacco and Nicotine Products Tax,"49,840","36,458"
Proposition EE (STATUTORY),,RIO BLANCO,Cigarette Tobacco and Nicotine Products Tax,"1,760","1,776"
Proposition EE (STATUTORY),,RIO GRANDE,Cigarette Tobacco and Nicotine Products Tax,"3,398","2,763"
Proposition EE (STATUTORY),,ROUTT,Cigarette Tobacco and Nicotine Products Tax,"12,586","3,801"
Proposition EE (STATUTORY),,SAGUACHE,Cigarette Tobacco and Nicotine Products Tax,"1,876","1,389"
Proposition EE (STATUTORY),,SAN JUAN,Cigarette Tobacco and Nicotine Products Tax,371,166
Proposition EE (STATUTORY),,SAN MIGUEL,Cigarette Tobacco and Nicotine Products Tax,"4,034",931
Proposition EE (STATUTORY),,SEDGWICK,Cigarette Tobacco and Nicotine Products Tax,703,683
Proposition EE (STATUTORY),,SUMMIT,Cigarette Tobacco and Nicotine Products Tax,"13,603","4,319"
Proposition EE (STATUTORY),,TELLER,Cigarette Tobacco and Nicotine Products Tax,"9,372","7,163"
Proposition EE (STATUTORY),,WASHINGTON,Cigarette Tobacco and Nicotine Products Tax,"1,175","1,751"
Proposition EE (STATUTORY),,WELD,Cigarette Tobacco and Nicotine Products Tax,"98,186","64,551"
Proposition EE (STATUTORY),,YUMA,Cigarette Tobacco and Nicotine Products Tax,"2,243","2,618"
Proposition EE (STATUTORY),,,Cigarette Tobacco and Nicotine Products Tax Total Votes,"2,134,608","1,025,182"
Proposition EE (STATUTORY),,,Cigarette Tobacco and Nicotine Products Tax Vote % (PASSED),67.56%,32.44%
Proposition 113 (STATUTORY),,ADAMS,National Popular Vote,"124,832","102,051"
Proposition 113 (STATUTORY),,ALAMOSA,National Popular Vote,"3,573","3,994"
Proposition 113 (STATUTORY),,ARAPAHOE,National Popular Vote,"191,384","147,348"
Proposition 113 (STATUTORY),,ARCHULETA,National Popular Vote,"3,805","4,976"
Proposition 113 (STATUTORY),,BACA,National Popular Vote,419,"1,740"
Proposition 113 (STATUTORY),,BENT,National Popular Vote,794,"1,416"
Proposition 113 (STATUTORY),,BOULDER,National Popular Vote,"137,046","60,874"
Proposition 113 (STATUTORY),,BROOMFIELD,National Popular Vote,"25,677","19,634"
Proposition 113 (STATUTORY),,CHAFFEE,National Popular Vote,"6,773","6,604"
Proposition 113 (STATUTORY),,CHEYENNE,National Popular Vote,190,911
Proposition 113 (STATUTORY),,CLEAR CREEK,National Popular Vote,"3,449","2,938"
Proposition 113 (STATUTORY),,CONEJOS,National Popular Vote,"1,706","2,379"
Proposition 113 (STATUTORY),,COSTILLA,National Popular Vote,"1,137",778
Proposition 113 (STATUTORY),,CROWLEY,National Popular Vote,503,"1,206"
Proposition 113 (STATUTORY),,CUSTER,National Popular Vote,"1,156","2,392"
Proposition 113 (STATUTORY),,DELTA,National Popular Vote,"6,370","12,379"
Proposition 113 (STATUTORY),,DENVER,National Popular Vote,"275,276","101,143"
Proposition 113 (STATUTORY),,DOLORES,National Popular Vote,407,"1,005"
Proposition 113 (STATUTORY),,DOUGLAS,National Popular Vote,"94,597","129,443"
Proposition 113 (STATUTORY),,EAGLE,National Popular Vote,"16,673","11,288"
Proposition 113 (STATUTORY),,ELBERT,National Popular Vote,"4,867","13,719"
Proposition 113 (STATUTORY),,EL PASO,National Popular Vote,"147,272","218,677"
Proposition 113 (STATUTORY),,FREMONT,National Popular Vote,"8,333","16,606"
Proposition 113 (STATUTORY),,GARFIELD,National Popular Vote,"14,741","15,188"
Proposition 113 (STATUTORY),,GILPIN,National Popular Vote,"2,148","1,975"
Proposition 113 (STATUTORY),,GRAND,National Popular Vote,"4,597","4,969"
Proposition 113 (STATUTORY),,GUNNISON,National Popular Vote,"6,632","4,224"
Proposition 113 (STATUTORY),,HINSDALE,National Popular Vote,245,372
Proposition 113 (STATUTORY),,HUERFANO,National Popular Vote,"1,978","2,307"
Proposition 113 (STATUTORY),,JACKSON,National Popular Vote,242,598
Proposition 113 (STATUTORY),,JEFFERSON,National Popular Vote,"198,309","167,129"
Proposition 113 (STATUTORY),,KIOWA,National Popular Vote,125,751
Proposition 113 (STATUTORY),,KIT CARSON,National Popular Vote,797,"2,955"
Proposition 113 (STATUTORY),,LAKE,National Popular Vote,"2,215","1,633"
Proposition 113 (STATUTORY),,LA PLATA,National Popular Vote,"19,271","14,996"
Proposition 113 (STATUTORY),,LARIMER,National Popular Vote,"115,313","101,733"
Proposition 113 (STATUTORY),,LAS ANIMAS,National Popular Vote,"3,430","4,290"
Proposition 113 (STATUTORY),,LINCOLN,National Popular Vote,542,"2,031"
Proposition 113 (STATUTORY),,LOGAN,National Popular Vote,"2,626","7,566"
Proposition 113 (STATUTORY),,MESA,National Popular Vote,"31,034","56,687"
Proposition 113 (STATUTORY),,MINERAL,National Popular Vote,314,433
Proposition 113 (STATUTORY),,MOFFAT,National Popular Vote,"1,719","5,053"
Proposition 113 (STATUTORY),,MONTEZUMA,National Popular Vote,"6,089","9,007"
Proposition 113 (STATUTORY),,MONTROSE,National Popular Vote,"7,710","16,346"
Proposition 113 (STATUTORY),,MORGAN,National Popular Vote,"4,327","8,965"
Proposition 113 (STATUTORY),,OTERO,National Popular Vote,"3,420","5,953"
Proposition 113 (STATUTORY),,OURAY,National Popular Vote,"2,273","1,645"
Proposition 113 (STATUTORY),,PARK,National Popular Vote,"5,107","6,878"
Proposition 113 (STATUTORY),,PHILLIPS,National Popular Vote,537,"1,873"
Proposition 113 (STATUTORY),,PITKIN,National Popular Vote,"8,080","3,321"
Proposition 113 (STATUTORY),,PROWERS,National Popular Vote,"1,523","3,835"
Proposition 113 (STATUTORY),,PUEBLO,National Popular Vote,"41,240","44,867"
Proposition 113 (STATUTORY),,RIO BLANCO,National Popular Vote,749,"2,801"
Proposition 113 (STATUTORY),,RIO GRANDE,National Popular Vote,"2,557","3,583"
Proposition 113 (STATUTORY),,ROUTT,National Popular Vote,"9,282","6,843"
Proposition 113 (STATUTORY),,SAGUACHE,National Popular Vote,"1,860","1,402"
Proposition 113 (STATUTORY),,SAN JUAN,National Popular Vote,328,199
Proposition 113 (STATUTORY),,SAN MIGUEL,National Popular Vote,"3,610","1,353"
Proposition 113 (STATUTORY),,SEDGWICK,National Popular Vote,385,"1,005"
Proposition 113 (STATUTORY),,SUMMIT,National Popular Vote,"11,292","6,412"
Proposition 113 (STATUTORY),,TELLER,National Popular Vote,"5,358","11,177"
Proposition 113 (STATUTORY),,WASHINGTON,National Popular Vote,538,"2,379"
Proposition 113 (STATUTORY),,WELD,National Popular Vote,"64,895","96,475"
Proposition 113 (STATUTORY),,YUMA,National Popular Vote,"1,039","3,790"
Proposition 113 (STATUTORY),,,National Popular Vote Total Votes,"1,644,716","1,498,500"
Proposition 113 (STATUTORY),,,National Popular Vote Vote % (PASSED),52.33%,47.67%
Proposition 114 (STATUTORY),,ADAMS,Restoration of Gray Wolves,"117,002","107,937"
Proposition 114 (STATUTORY),,ALAMOSA,Restoration of Gray Wolves,"2,853","4,728"
Proposition 114 (STATUTORY),,ARAPAHOE,Restoration of Gray Wolves,"178,704","155,486"
Proposition 114 (STATUTORY),,ARCHULETA,Restoration of Gray Wolves,"3,119","5,638"
Proposition 114 (STATUTORY),,BACA,Restoration of Gray Wolves,394,"1,724"
Proposition 114 (STATUTORY),,BENT,Restoration of Gray Wolves,743,"1,457"
Proposition 114 (STATUTORY),,BOULDER,Restoration of Gray Wolves,"132,607","62,955"
Proposition 114 (STATUTORY),,BROOMFIELD,Restoration of Gray Wolves,"24,774","20,147"
Proposition 114 (STATUTORY),,CHAFFEE,Restoration of Gray Wolves,"5,861","7,439"
Proposition 114 (STATUTORY),,CHEYENNE,Restoration of Gray Wolves,221,891
Proposition 114 (STATUTORY),,CLEAR CREEK,Restoration of Gray Wolves,"3,162","3,226"
Proposition 114 (STATUTORY),,CONEJOS,Restoration of Gray Wolves,"1,064","3,079"
Proposition 114 (STATUTORY),,COSTILLA,Restoration of Gray Wolves,922,"1,004"
Proposition 114 (STATUTORY),,CROWLEY,Restoration of Gray Wolves,540,"1,156"
Proposition 114 (STATUTORY),,CUSTER,Restoration of Gray Wolves,"1,160","2,373"
Proposition 114 (STATUTORY),,DELTA,Restoration of Gray Wolves,"4,668","14,194"
Proposition 114 (STATUTORY),,DENVER,Restoration of Gray Wolves,"249,877","126,776"
Proposition 114 (STATUTORY),,DOLORES,Restoration of Gray Wolves,302,"1,119"
Proposition 114 (STATUTORY),,DOUGLAS,Restoration of Gray Wolves,"100,221","121,816"
Proposition 114 (STATUTORY),,EAGLE,Restoration of Gray Wolves,"13,067","14,987"
Proposition 114 (STATUTORY),,ELBERT,Restoration of Gray Wolves,"5,383","13,210"
Proposition 114 (STATUTORY),,EL PASO,Restoration of Gray Wolves,"185,854","177,977"
Proposition 114 (STATUTORY),,FREMONT,Restoration of Gray Wolves,"9,308","15,573"
Proposition 114 (STATUTORY),,GARFIELD,Restoration of Gray Wolves,"11,039","18,974"
Proposition 114 (STATUTORY),,GILPIN,Restoration of Gray Wolves,"1,965","2,167"
Proposition 114 (STATUTORY),,GRAND,Restoration of Gray Wolves,"3,424","6,135"
Proposition 114 (STATUTORY),,GUNNISON,Restoration of Gray Wolves,"4,676","6,201"
Proposition 114 (STATUTORY),,HINSDALE,Restoration of Gray Wolves,174,439
Proposition 114 (STATUTORY),,HUERFANO,Restoration of Gray Wolves,"1,851","2,403"
Proposition 114 (STATUTORY),,JACKSON,Restoration of Gray Wolves,112,747
Proposition 114 (STATUTORY),,JEFFERSON,Restoration of Gray Wolves,"185,173","177,016"
Proposition 114 (STATUTORY),,KIOWA,Restoration of Gray Wolves,148,726
Proposition 114 (STATUTORY),,KIT CARSON,Restoration of Gray Wolves,754,"2,984"
Proposition 114 (STATUTORY),,LAKE,Restoration of Gray Wolves,"1,767","2,063"
Proposition 114 (STATUTORY),,LA PLATA,Restoration of Gray Wolves,"18,015","16,140"
Proposition 114 (STATUTORY),,LARIMER,Restoration of Gray Wolves,"111,344","104,020"
Proposition 114 (STATUTORY),,LAS ANIMAS,Restoration of Gray Wolves,"3,034","4,633"
Proposition 114 (STATUTORY),,LINCOLN,Restoration of Gray Wolves,549,"2,024"
Proposition 114 (STATUTORY),,LOGAN,Restoration of Gray Wolves,"2,686","7,538"
Proposition 114 (STATUTORY),,MESA,Restoration of Gray Wolves,"26,808","61,004"
Proposition 114 (STATUTORY),,MINERAL,Restoration of Gray Wolves,200,537
Proposition 114 (STATUTORY),,MOFFAT,Restoration of Gray Wolves,"1,147","5,699"
Proposition 114 (STATUTORY),,MONTEZUMA,Restoration of Gray Wolves,"5,529","9,492"
Proposition 114 (STATUTORY),,MONTROSE,Restoration of Gray Wolves,"5,730","18,414"
Proposition 114 (STATUTORY),,MORGAN,Restoration of Gray Wolves,"3,990","9,331"
Proposition 114 (STATUTORY),,OTERO,Restoration of Gray Wolves,"3,270","6,054"
Proposition 114 (STATUTORY),,OURAY,Restoration of Gray Wolves,"1,836","2,056"
Proposition 114 (STATUTORY),,PARK,Restoration of Gray Wolves,"4,575","7,356"
Proposition 114 (STATUTORY),,PHILLIPS,Restoration of Gray Wolves,541,"1,853"
Proposition 114 (STATUTORY),,PITKIN,Restoration of Gray Wolves,"6,976","4,330"
Proposition 114 (STATUTORY),,PROWERS,Restoration of Gray Wolves,"1,473","3,891"
Proposition 114 (STATUTORY),,PUEBLO,Restoration of Gray Wolves,"41,430","43,796"
Proposition 114 (STATUTORY),,RIO BLANCO,Restoration of Gray Wolves,439,"3,164"
Proposition 114 (STATUTORY),,RIO GRANDE,Restoration of Gray Wolves,"1,838","4,306"
Proposition 114 (STATUTORY),,ROUTT,Restoration of Gray Wolves,"6,005","10,297"
Proposition 114 (STATUTORY),,SAGUACHE,Restoration of Gray Wolves,"1,532","1,710"
Proposition 114 (STATUTORY),,SAN JUAN,Restoration of Gray Wolves,300,231
Proposition 114 (STATUTORY),,SAN MIGUEL,Restoration of Gray Wolves,"3,140","1,774"
Proposition 114 (STATUTORY),,SEDGWICK,Restoration of Gray Wolves,357,"1,027"
Proposition 114 (STATUTORY),,SUMMIT,Restoration of Gray Wolves,"9,593","8,036"
Proposition 114 (STATUTORY),,TELLER,Restoration of Gray Wolves,"6,871","9,592"
Proposition 114 (STATUTORY),,WASHINGTON,Restoration of Gray Wolves,497,"2,429"
Proposition 114 (STATUTORY),,WELD,Restoration of Gray Wolves,"66,806","93,915"
Proposition 114 (STATUTORY),,YUMA,Restoration of Gray Wolves,899,"3,917"
Proposition 114 (STATUTORY),,,Restoration of Gray Wolves Total Votes,"1,590,299","1,533,313"
Proposition 114 (STATUTORY),,,Restoration of Gray Wolves Vote % (PASSED),50.91%,49.09%
Proposition 115 (STATUTORY),,ADAMS,Prohibition on Late-Term Abortions,"93,153","133,629"
Proposition 115 (STATUTORY),,ALAMOSA,Prohibition on Late-Term Abortions,"3,749","3,810"
Proposition 115 (STATUTORY),,ARAPAHOE,Prohibition on Late-Term Abortions,"129,103","209,558"
Proposition 115 (STATUTORY),,ARCHULETA,Prohibition on Late-Term Abortions,"4,633","4,077"
Proposition 115 (STATUTORY),,BACA,Prohibition on Late-Term Abortions,"1,464",658
Proposition 115 (STATUTORY),,BENT,Prohibition on Late-Term Abortions,"1,249",960
Proposition 115 (STATUTORY),,BOULDER,Prohibition on Late-Term Abortions,"45,940","152,237"
Proposition 115 (STATUTORY),,BROOMFIELD,Prohibition on Late-Term Abortions,"16,072","29,314"
Proposition 115 (STATUTORY),,CHAFFEE,Prohibition on Late-Term Abortions,"5,678","7,611"
Proposition 115 (STATUTORY),,CHEYENNE,Prohibition on Late-Term Abortions,820,294
Proposition 115 (STATUTORY),,CLEAR CREEK,Prohibition on Late-Term Abortions,"2,179","4,166"
Proposition 115 (STATUTORY),,CONEJOS,Prohibition on Late-Term Abortions,"2,498","1,686"
Proposition 115 (STATUTORY),,COSTILLA,Prohibition on Late-Term Abortions,849,"1,071"
Proposition 115 (STATUTORY),,CROWLEY,Prohibition on Late-Term Abortions,"1,049",655
Proposition 115 (STATUTORY),,CUSTER,Prohibition on Late-Term Abortions,"2,136","1,380"
Proposition 115 (STATUTORY),,DELTA,Prohibition on Late-Term Abortions,"11,069","7,665"
Proposition 115 (STATUTORY),,DENVER,Prohibition on Late-Term Abortions,"87,150","295,637"
Proposition 115 (STATUTORY),,DOLORES,Prohibition on Late-Term Abortions,826,568
Proposition 115 (STATUTORY),,DOUGLAS,Prohibition on Late-Term Abortions,"110,783","114,113"
Proposition 115 (STATUTORY),,EAGLE,Prohibition on Late-Term Abortions,"8,401","19,720"
Proposition 115 (STATUTORY),,ELBERT,Prohibition on Late-Term Abortions,"11,467","7,120"
Proposition 115 (STATUTORY),,EL PASO,Prohibition on Late-Term Abortions,"194,391","173,644"
Proposition 115 (STATUTORY),,FREMONT,Prohibition on Late-Term Abortions,"14,903","10,025"
Proposition 115 (STATUTORY),,GARFIELD,Prohibition on Late-Term Abortions,"12,924","17,051"
Proposition 115 (STATUTORY),,GILPIN,Prohibition on Late-Term Abortions,"1,434","2,690"
